"","ANAPC5.cn","ARHGEF7.cn","ATP6V1B2.cn","C1orf31.cn","CCDC144B.cn","CTH.cn","DDX17.cn","DHX15.cn","DYNC1H1.cn","EP300.cn","GANC.cn","GPATCH3.cn","GPATCH8.cn","GTPBP1.cn","HSPA4L.cn","LOC644961.cn","LOC645249.cn","LRRC58.cn","MAOA.cn","MIR1976.cn","MMAB.cn","MVK.cn","MYCBP2.cn","NUDT3.cn","OR11H2.cn","OR4K1.cn","OR4K2.cn","OR4K5.cn","OR4M1.cn","OR4N2.cn","OR4Q3.cn","PAN3.cn","PBK.cn","PEAK1.cn","PLK2.cn","PPP1R10.cn","PSMD9.cn","RCBTB1.cn","SDK1.cn","SERPINB7.cn","SFN.cn","SNRPA1.cn","SOS2.cn","ST14.cn","TCEANC.cn","TEP1.cn","TMEM110.cn","TPI1.cn","TPP2.cn","TUBGCP3.cn","UNC5D.cn","ZNF264.cn","ZNF512B.cn","ALDOA.rna","ANAPC5.rna","ARHGEF7.rna","ATP6V1B2.rna","BAZ2A.rna","C12orf48.rna","C1orf31.rna","CARHSP1.rna","CD63.rna","CDX1.rna","CRAMP1L.rna","CTH.rna","DDX17.rna","DHX15.rna","DYNC1H1.rna","EP300.rna","FBXO41.rna","GANC.rna","GPATCH3.rna","GPATCH8.rna","GTPBP1.rna","HSPA4L.rna","IGIP.rna","LCLAT1.rna","LOC645249.rna","LRRC58.rna","MAOA.rna","MMAB.rna","MVK.rna","MYCBP2.rna","NUDT16L1.rna","NUDT3.rna","PAN2.rna","PAN3.rna","PBK.rna","PEAK1.rna","PLK2.rna","PPP1R10.rna","PSMD9.rna","RCBTB1.rna","RIF1.rna","SDK1.rna","SERPINB7.rna","SMARCC2.rna","SNRPA1.rna","SOS2.rna","ST14.rna","TCEANC.rna","TEP1.rna","TMEM110.rna","TPI1.rna","TPP2.rna","TUBGCP3.rna","UNKL.rna","VPS37C.rna","ZNF264.rna","ZNF512B.rna"
"2679",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2680",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2681",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2682",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2683",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2684",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2685",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2686",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2687",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2688",2.01,2.06,1.04,2.03,1.42,1.01,1.99,2.04,2.03,1.99,2,1.04,2.01,1.99,0.99,1.04,1.01,1.96,0.99,1.04,2.01,2.01,2.03,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.99,1.01,1.99,2.01,2,2.01,1.99,2.03,1,1.04,2.01,1.99,2.01,0.97,1.99,2.03,3.07,2.03,2.06,2.66,2,2.01,1027.71,55.64,6.09,7.48,7.97,5.11,38.07,47.86,1058.98,0.01,5.11,0.55,67.54,52.61,6.68,4.2,1.29,5.11,4.83,4.07,10.5,0.29,2.54,3.97,6.99,3.67,8.26,13.91,15.9,1.9,28.51,0,1.66,6.68,12.41,1.59,51.54,6.62,55.87,3.15,3.76,0.3,0.11,6.08,52.21,9.15,90.33,0.6,6.93,4.34,860.26,5.88,4.15,0,15.53,1.51,1.55
"2689",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2690",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2691",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2692",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2693",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2694",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2695",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2696",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2697",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2698",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2699",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2700",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2701",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2702",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2703",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2704",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2705",3.07,2.07,2.06,3.1,2.06,2.06,2.03,2.03,2.06,2.03,2.01,2.06,2.06,2.03,2.04,2.06,2.06,2,2.04,2.06,3.03,3.03,2.06,2.01,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.03,2.06,2.01,2,2,3.07,2.03,2.03,1.13,2.06,2.04,2.01,2.04,2.04,1.97,2,2,2.07,2.07,2.06,2.08,2.06,1220.32,55.79,11.68,24.45,21.65,6.95,25.73,32.77,1258.42,0.32,4.43,0.64,96.42,65.26,26.61,11.14,1.94,9.12,5.5,7.1,15.23,0.84,2.58,5.23,1.57,5.23,19.96,15.55,30.62,6.21,20.96,9.23,3.83,11.39,11.41,3.29,39.81,17.99,28.52,4.35,5.39,0.55,0.05,19.82,33.96,10.12,256.08,0.66,15.19,4.22,459.38,8.21,6,1.68,15.57,2.51,9.41
"2706",2.11,2.1,1.37,2.07,1.44,2.07,2.01,2.03,2.06,2.1,2.06,1.48,2.1,2.01,2.06,1.48,2.04,2.73,1.32,1.48,2.04,2.04,2.11,1.35,1.39,1.39,1.39,1.39,1.39,1.39,1.39,2.03,1.31,2.06,2,1.33,2.11,2.08,2.03,1.39,1.48,2.06,2.06,2.06,1.32,1.39,1.35,2.06,2.1,2.1,1.3,2.19,2.25,1328.31,63.08,18.24,16.36,33.46,3.51,30.5,45.5,1242.54,0,8.3,0.57,174.48,79.69,19.09,10.12,14.11,7.58,3.19,11.33,24.39,5.66,5.16,5.19,2.88,11.38,21.76,7.25,17.2,9.47,31.64,4.88,12.48,16.38,2.55,3.3,40.1,18.52,19.86,5.78,3.22,0.08,33.44,37.25,35.21,11.81,301.7,0.97,11.61,2.82,527.97,10.36,6.87,6.34,21.23,3.29,7.19
"2707",2.11,2.1,1.37,2.07,1.44,2.07,2.01,2.03,2.06,2.1,2.06,1.48,2.1,2.01,2.06,1.48,2.04,2.73,1.32,1.48,2.04,2.04,2.11,1.35,1.39,1.39,1.39,1.39,1.39,1.39,1.39,2.03,1.31,2.06,2,1.33,2.11,2.08,2.03,1.39,1.48,2.06,2.06,2.06,1.32,1.39,1.35,2.06,2.1,2.1,1.3,2.19,2.25,1328.31,63.08,18.24,16.36,33.46,3.51,30.5,45.5,1242.54,0,8.3,0.57,174.48,79.69,19.09,10.12,14.11,7.58,3.19,11.33,24.39,5.66,5.16,5.19,2.88,11.38,21.76,7.25,17.2,9.47,31.64,4.88,12.48,16.38,2.55,3.3,40.1,18.52,19.86,5.78,3.22,0.08,33.44,37.25,35.21,11.81,301.7,0.97,11.61,2.82,527.97,10.36,6.87,6.34,21.23,3.29,7.19
